chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,filename,genre
0.32321794070451704,4573.8936,2290.140212513667,2436.1885485938255,4748.695801914153,0.10673155935808198,908.1757248534149,90.01779571781695,-5.540907229722295,25.571491667860297,2.6110349063075007,3.191845043079863,1.1313877884888497,6.1513783147012715,2.7998391028969487,-1.8603815490532458,-7.114578372519363,-3.4467705458666207,-5.915337419083961,-4.346888325973007,-4.94194315381035,-4.377610665929918,-3.306508592313644,-5.423160542534052,-0.5662301474776384,-2.1706100049832635,file_0,0
0.3661087640677207,6498.609,3110.8981959318025,2992.0106380080365,6744.996929832511,0.15285733275328692,1002.8842948890602,71.32565708773103,-3.766896078345362,-1.4087264677932707,0.7054630776842943,-1.0589548473680293,-1.054825080286709,-0.2474206408027577,0.6257232087274517,0.427043295544512,-1.503742215698701,-1.0761551098451525,2.4198708777353755,1.2452439761124738,0.9670448838191973,-3.587512697430927,0.8897862425727868,-0.5054514033090768,0.703965795754012,1.6666043114427629,file_1,0
0.4313816177726582,7694.3154,3510.545186072905,3148.4515675826847,7255.865096160818,0.17195732429427688,978.8508400802575,54.87918688729905,17.034238750262478,19.78973340993209,6.859376970807035,2.7694363723822915,11.824656767003423,1.2087955812437516,7.942111220430931,1.128634691725865,-4.077354463190157,0.12817995568305282,-4.238941165572928,-4.451601035613552,-2.510532184853845,-2.8882315008306736,0.6078850693412459,0.8866179289041611,2.314965914009977,1.925358720772335,file_2,0
0.3543641878723448,7971.093,2844.9380073209827,3219.567936699604,6841.255177367314,0.0997370154195669,958.16155487896,79.03118884316729,42.74515652069043,16.092521353408564,15.271024273800515,10.789156178313986,13.308312318235041,3.686560767094082,4.9269944615802,10.664272252029726,-0.016068263532624086,3.475878277806615,3.415135573035747,-2.4491000265676655,0.8538384414952562,-5.114749750605563,-4.291513241424115,-1.565428437226676,-0.05966843460080673,2.660870888578361,file_3,0
0.3902841217227101,8959.021,3497.720405715965,3294.8297991805125,7662.173157446346,0.13598953801720803,974.8407034250534,55.891516540248496,26.080194245769032,16.54131809086118,7.097385133526313,-3.3452632677728276,9.254671918579765,-0.8496662509540178,8.307749653367651,7.1216864477618484,-0.5432526479979096,1.757197155015142,-1.8302140081419054,5.210744422307439,-3.0901020857793857,-0.8552853030685624,-3.867172079110332,-2.3390842064414414,-0.23006902736975932,2.2158808064388857,file_4,0
0.3302879104488091,6212.756,2927.9899769339463,3200.8357555177845,6815.924936104263,0.10568551213263727,914.9024917237224,81.03342435761957,47.80903340066311,13.651416032349939,13.011487010592342,6.878090351651691,7.586582028855618,-2.635870397137762,-2.506444648907904,1.8714427879267255,-5.137115354512598,-2.7479079962250528,-3.6657842269998326,-7.877929653650609,-4.80359803860251,-6.376539890620887,-7.391505163592781,-4.730377303062874,-0.12420293039224528,-2.3227945229190397,file_5,0
0.4755285296119246,8036.6357,3543.3211015346674,3311.2162509447817,7779.922973916038,0.14274050778228925,983.4480323531385,47.84697955409217,20.056112977583705,23.821382618708355,19.78130920423039,13.649931871935857,14.68526922105403,4.558814827325494,7.704077306504304,8.944438645508653,5.423406855573097,1.1563925546711795,1.0875110195859585,4.388589780464186,4.584571564799128,2.5459711835179917,-0.24560444873256096,4.629299111167476,3.0109625945950484,-1.307907477110254,file_6,0
0.37800801890524727,6027.928,1900.3844541663266,2420.093628763023,4189.723492332511,0.06617287195475638,910.5201819507471,103.16529230154359,10.905522518692665,34.35730998159621,22.339897126906273,17.869794126615155,6.807890141688645,6.331836628754587,5.493647931364712,0.6140278059861586,0.3387117741618431,3.830157214253121,2.0371510407142877,-5.515562085379991,1.2020859116009417,0.3994519154575067,0.3403462917038723,1.677823890541401,-4.0568787358514795,-6.401182070974114,file_7,0
0.4155112514504481,8052.049,3259.3511189490955,3144.511334198855,7269.646013087297,0.13163352547370458,1001.4853794724513,57.76261394597605,16.79944021761333,18.26064442381294,8.965957234789526,14.902180764462791,2.6743506025070904,3.7542836354650575,1.1086355180466652,1.8431588518773525,-5.978664623333277,-3.603494882636175,-3.650311490395775,0.9103674743567164,-0.4739851920339595,-0.4115842978576282,-4.6279237895329,1.9615555704398395,1.570006154294376,0.5446901128790885,file_8,0
0.38697226874029617,6423.788,3206.6479585903676,3126.20700736334,7019.799238235933,0.14153094487142304,975.9991855364749,65.27396229591396,12.92824553251537,14.523945202766543,7.032851128081679,4.394629805461667,6.623768227154153,3.2991152780667834,7.727779342524168,4.060050456922374,3.6625174149275175,2.6021339468337117,4.048970726752899,2.3846041083045395,1.780818070823507,-2.392593319867096,-1.3461764086243504,-2.879179847132797,-0.8498642856114055,-2.5981335420317535,file_9,0
